state,distnum,distid,party,partname,yearel,origvote,totvote,highestvote,sechighestvote,uniqid,officeexp
13,2,48,200,R,1970,74713.0,162429.0,74713.0,49487.0,11855,4
13,2,48,100,D,1972,49454.0,151015.0,99348.0,49454.0,7874,0
13,2,48,200,R,1972,99348.0,151015.0,99348.0,49454.0,11855,5
13,2,48,100,D,1974,58289.0,119451.0,58289.0,53344.0,8546,0
13,2,48,200,R,1974,53344.0,119451.0,58289.0,53344.0,11855,6
13,2,48,100,D,1976,90172.0,159902.0,90172.0,57612.0,8546,1
13,2,48,200,R,1976,57612.0,159902.0,90172.0,57612.0,6325,0
13,2,48,100,D,1978,64807.0,118129.0,64807.0,,8546,2
13,2,48,100,D,1980,84035.0,149141.0,84035.0,51256.0,8546,3
13,2,48,200,R,1980,51256.0,149141.0,84035.0,51256.0,19645,0
13,2,48,100,D,1982,78582.0,126712.0,78582.0,36113.0,8546,4
13,2,48,200,R,1982,36113.0,126712.0,78582.0,36113.0,6833,0
13,2,48,100,D,1984,92329.0,178885.0,92329.0,69247.0,8546,5
13,2,48,200,R,1984,69247.0,178885.0,92329.0,69247.0,1931,0
13,2,48,100,D,1986,66443.0,108554.0,66443.0,29937.0,8546,6
13,2,48,100,D,1988,104765.0,174618.0,104765.0,55773.0,8546,7
13,2,48,200,R,1988,55773.0,174618.0,104765.0,55773.0,5419,0
13,2,48,100,D,1990,56722.0,101731.0,56722.0,31808.0,8546,8
13,2,48,200,R,1990,31808.0,101731.0,56722.0,31808.0,4770,0
13,2,48,100,D,1992,91320.0,205714.0,94208.0,91320.0,8546,9
13,2,48,200,R,1992,94208.0,205714.0,94208.0,91320.0,16505,0
13,2,48,100,D,1994,40358.0,146776.0,86857.0,40358.0,17688,0
13,2,48,200,R,1994,86857.0,146776.0,86857.0,40358.0,16505,1
13,2,48,100,D,1996,53055.0,174594.0,97105.0,53055.0,13125,0
13,2,48,200,R,1996,97105.0,174594.0,97105.0,53055.0,16505,2
13,2,48,100,D,1998,37949.0,128438.0,71760.0,37949.0,2291,0
13,2,48,200,R,1998,71760.0,128438.0,71760.0,37949.0,16505,3
13,3,49,100,D,1946,32002.0,141587.0,98722.0,32002.0,17610,0
13,3,49,200,R,1946,98722.0,141587.0,98722.0,32002.0,16431,0
13,3,49,100,D,1948,65247.0,184828.0,104476.0,65247.0,11836,0
13,3,49,200,R,1948,104476.0,184828.0,104476.0,65247.0,16431,1
13,3,49,100,D,1950,55285.0,164341.0,92466.0,55285.0,21635,0
13,3,49,200,R,1950,92466.0,164341.0,92466.0,55285.0,16431,2
13,3,49,100,D,1952,60800.0,195874.0,128007.0,60800.0,21141,0
13,3,49,200,R,1952,128007.0,195874.0,128007.0,60800.0,2928,0
13,3,49,100,D,1954,61968.0,160099.0,93396.0,61968.0,6324,0
13,3,49,200,R,1954,93396.0,160099.0,93396.0,61968.0,2928,1
13,3,49,100,D,1956,82784.0,231804.0,143559.0,82784.0,12409,0
13,3,49,200,R,1956,143559.0,231804.0,143559.0,82784.0,2928,2
13,3,49,100,D,1958,83829.0,200759.0,109245.0,83829.0,16416,0
13,3,49,200,R,1958,109245.0,200759.0,109245.0,83829.0,2928,3
13,3,49,100,D,1960,104318.0,246559.0,133416.0,104318.0,24070,0
13,3,49,200,R,1960,133416.0,246559.0,133416.0,104318.0,2928,4
13,3,49,100,D,1962,55916.0,146065.0,86430.0,55916.0,27024,0
13,3,49,200,R,1962,86430.0,146065.0,86430.0,55916.0,7928,5
13,3,49,200,R,1964,93883.0,190386.0,93883.0,,7928,6
13,3,49,200,R,1966,81122.0,163081.0,81122.0,,7928,6
13,3,49,100,D,1968,75910.0,188692.0,75910.0,14556.0,25935,0
13,3,49,200,R,1970,65645.0,173535.0,65645.0,12925.0,23412,0
13,3,49,100,D,1972,73429.0,195160.0,103620.0,73429.0,2462,0
13,3,49,200,R,1972,103620.0,195160.0,103620.0,73429.0,23978,0
13,3,49,100,D,1974,76383.0,147560.0,76383.0,55765.0,1735,0
13,3,49,200,R,1974,55765.0,147560.0,76383.0,55765.0,23978,1
13,3,49,100,D,1976,94265.0,181439.0,94265.0,71714.0,1735,1
13,3,49,200,R,1976,71714.0,181439.0,94265.0,71714.0,13500,0
13,3,49,100,D,1978,70526.0,138670.0,70526.0,54509.0,1735,2
13,3,49,200,R,1978,54509.0,138670.0,70526.0,54509.0,5473,0
13,3,49,100,D,1980,75389.0,175657.0,75389.0,74868.0,1735,3
13,3,49,200,R,1980,74868.0,175657.0,75389.0,74868.0,5473,0
13,3,49,100,D,1982,93846.0,181133.0,93846.0,71282.0,20118,0
13,3,49,200,R,1982,71282.0,181133.0,93846.0,71282.0,16548,1
13,3,49,100,D,1984,120191.0,235751.0,120191.0,100591.0,20118,1
13,3,49,200,R,1984,100591.0,235751.0,120191.0,100591.0,22766,0
13,3,49,100,D,1986,83985.0,148792.0,83985.0,51664.0,20118,2
13,3,49,200,R,1986,51664.0,148792.0,83985.0,51664.0,11887,0
13,3,49,100,D,1988,128336.0,224306.0,128336.0,80398.0,20118,3
13,3,49,200,R,1988,80398.0,224306.0,128336.0,80398.0,22522,0
13,3,49,100,D,1990,70118.0,137033.0,70118.0,45699.0,20118,4
13,3,49,200,R,1990,45699.0,137033.0,70118.0,45699.0,22522,0
13,3,49,100,D,1992,116915.0,251622.0,116915.0,108574.0,21253,0
13,3,49,200,R,1992,108574.0,251622.0,116915.0,108574.0,15619,0
13,3,49,100,D,1994,77774.0,194532.0,98628.0,77774.0,11799,0
13,3,49,200,R,1994,98628.0,194532.0,98628.0,77774.0,15619,1
13,3,49,100,D,1996,93145.0,231426.0,111310.0,93145.0,16245,0
13,3,49,200,R,1996,111310.0,231426.0,111310.0,93145.0,15619,2
13,3,49,100,D,1998,63628.0,182383.0,95709.0,63628.0,16329,0
13,3,49,200,R,1998,95709.0,182383.0,95709.0,63628.0,15619,3
13,4,50,100,D,1946,38227.0,107278.0,57176.0,38227.0,2670,0
13,4,50,200,R,1946,57176.0,107278.0,57176.0,38227.0,18864,0
13,4,50,100,D,1948,62190.0,132730.0,62190.0,58192.0,6187,0
13,4,50,200,R,1948,58192.0,132730.0,62190.0,58192.0,18864,1
13,4,50,100,D,1950,49972.0,102980.0,49972.0,43055.0,6187,1
13,4,50,200,R,1950,43055.0,102980.0,49972.0,43055.0,18864,1
13,4,50,100,D,1952,58174.0,196615.0,123132.0,58174.0,21933,0
13,4,50,200,R,1952,123132.0,196615.0,123132.0,58174.0,16431,3
13,4,50,100,D,1954,55479.0,137626.0,74621.0,55479.0,7885,0
13,4,50,200,R,1954,74621.0,137626.0,74621.0,55479.0,16431,4
13,4,50,100,D,1956,80545.0,208687.0,116470.0,80545.0,21933,0
13,4,50,200,R,1956,116470.0,208687.0,116470.0,80545.0,16431,5
13,4,50,100,D,1958,59877.0,148491.0,78054.0,59877.0,21933,0
13,4,50,200,R,1958,78054.0,148491.0,78054.0,59877.0,12191,0
13,4,50,100,D,1960,82138.0,210126.0,115736.0,82138.0,12997,0
13,4,50,200,R,1960,115736.0,210126.0,115736.0,82138.0,12191,1
13,4,50,100,D,1962,53818.0,132070.0,53818.0,1124.0,7329,0
13,4,50,100,D,1964,73148.0,169276.0,73148.0,6157.0,17787,0
13,4,50,100,D,1966,41262.0,145280.0,41262.0,10035.0,27389,0
13,4,50,200,R,1968,45130.0,165689.0,45130.0,4369.0,7784,0
13,4,50,100,D,1970,50240.0,160899.0,50240.0,12701.0,4975,0
13,4,50,100,D,1972,72280.0,201034.0,125422.0,72280.0,13743,0
13,4,50,200,R,1972,125422.0,201034.0,125422.0,72280.0,16706,1
13,4,50,100,D,1974,69556.0,159204.0,70400.0,69556.0,23304,0
13,4,50,200,R,1974,70400.0,159204.0,70400.0,69556.0,16706,2
13,4,50,100,D,1976,79308.0,190029.0,91304.0,79308.0,12193,0
13,4,50,200,R,1976,91304.0,190029.0,91304.0,79308.0,16706,3
13,4,50,100,D,1978,46508.0,143302.0,80266.0,46508.0,24083,0
13,4,50,200,R,1978,80266.0,143302.0,80266.0,46508.0,16706,4
13,4,50,100,D,1980,54607.0,175725.0,97064.0,54607.0,4269,0
13,4,50,200,R,1980,97064.0,175725.0,97064.0,54607.0,16706,5
13,4,50,200,R,1982,90041.0,174348.0,90041.0,5717.0,16706,6
13,4,50,100,D,1984,63213.0,224679.0,138209.0,63213.0,9198,0
13,4,50,200,R,1984,138209.0,224679.0,138209.0,63213.0,16706,7
13,4,50,200,R,1986,80578.0,142288.0,80578.0,,16706,8
13,4,50,100,D,1988,57435.0,215386.0,135173.0,57435.0,11233,0
13,4,50,200,R,1988,135173.0,215386.0,135173.0,57435.0,16706,9
13,4,50,100,D,1990,41308.0,129661.0,63838.0,41308.0,11233,0
13,4,50,200,R,1990,63838.0,129661.0,63838.0,41308.0,16706,10
13,4,50,100,D,1992,97007.0,220644.0,98723.0,97007.0,25580,0
13,4,50,200,R,1992,98723.0,220644.0,98723.0,97007.0,16840,0
13,4,50,100,D,1994,65286.0,174963.0,87815.0,65286.0,25580,0
13,4,50,200,R,1994,87815.0,174963.0,87815.0,65286.0,10492,0
13,4,50,100,D,1996,119946.0,221016.0,119946.0,78004.0,18274,0
13,4,50,200,R,1996,78004.0,221016.0,119946.0,78004.0,10492,1
13,4,50,100,D,1998,86692.0,171583.0,86692.0,64509.0,18274,1
13,4,50,200,R,1998,64509.0,171583.0,86692.0,64509.0,2922,0
13,5,51,100,D,1946,48265.0,125846.0,66754.0,48265.0,22117,0
13,5,51,200,R,1946,66754.0,125846.0,66754.0,48265.0,24121,0
13,5,51,100,D,1948,76928.0,167219.0,76928.0,72012.0,22763,0
13,5,51,200,R,1948,72012.0,167219.0,76928.0,72012.0,24121,1
13,5,51,100,D,1950,63620.0,131498.0,63620.0,54061.0,22763,1
13,5,51,200,R,1950,54061.0,131498.0,63620.0,54061.0,24121,1
13,5,51,100,D,1952,66103.0,161171.0,86168.0,66103.0,6187,2
13,5,51,200,R,1952,86168.0,161171.0,86168.0,66103.0,3961,0
13,5,51,100,D,1954,43086.0,98257.0,50778.0,43086.0,15490,0
13,5,51,200,R,1954,50778.0,98257.0,50778.0,43086.0,3961,1
13,5,51,100,D,1956,56245.0,148832.0,87154.0,56245.0,22771,0
13,5,51,200,R,1956,87154.0,148832.0,87154.0,56245.0,3961,2
13,5,51,100,D,1958,47661.0,109060.0,56839.0,47661.0,15490,0
13,5,51,200,R,1958,56839.0,109060.0,56839.0,47661.0,3961,3
13,5,51,100,D,1960,53985.0,111582.0,53985.0,51129.0,1493,0
13,5,51,200,R,1960,51129.0,111582.0,53985.0,51129.0,2011,0
13,5,51,100,D,1962,62932.0,156466.0,89964.0,62932.0,2861,0
13,5,51,200,R,1962,89964.0,156466.0,89964.0,62932.0,2928,5
13,5,51,100,D,1964,104620.0,202354.0,104620.0,89455.0,28268,0
13,5,51,200,R,1964,89455.0,202354.0,104620.0,89455.0,8984,0
13,5,51,100,D,1966,78073.0,177616.0,78073.0,70839.0,28268,1
13,5,51,200,R,1966,70839.0,177616.0,78073.0,70839.0,4261,0
13,5,51,100,D,1968,76494.0,195620.0,85728.0,76494.0,12275,0
13,5,51,200,R,1968,85728.0,195620.0,85728.0,76494.0,17241,0
13,5,51,100,D,1970,76093.0,183904.0,76093.0,69968.0,17241,1
13,5,51,200,R,1970,69968.0,183904.0,76093.0,69968.0,16706,0
13,5,51,100,D,1972,67709.0,213542.0,67709.0,7676.0,27398,0
13,5,51,100,D,1974,72513.0,169033.0,72513.0,,17241,1
13,5,51,100,D,1976,82882.0,198234.0,82882.0,,17241,1
13,5,51,100,D,1978,56497.0,145383.0,56497.0,,18072,0
13,5,51,100,D,1980,73032.0,182368.0,88945.0,73032.0,4975,0
13,5,51,200,R,1980,88945.0,182368.0,88945.0,73032.0,18658,0
13,5,51,100,D,1982,64085.0,172888.0,88033.0,64085.0,19421,0
13,5,51,200,R,1982,88033.0,172888.0,88033.0,64085.0,18658,1
13,5,51,100,D,1984,77743.0,222191.0,125236.0,77743.0,7293,0
13,5,51,200,R,1984,125236.0,222191.0,125236.0,77743.0,18658,2
13,5,51,200,R,1986,83511.0,143201.0,83511.0,6124.0,18658,3
13,5,51,100,D,1988,68930.0,207313.0,122058.0,68930.0,15284,0
13,5,51,200,R,1988,122058.0,207313.0,122058.0,68930.0,18658,4
13,5,51,100,D,1990,51738.0,131868.0,59568.0,51738.0,9240,0
13,5,51,200,R,1990,59568.0,131868.0,59568.0,51738.0,18658,5
13,5,51,100,D,1992,105953.0,210831.0,105953.0,82883.0,1418,4
13,5,51,200,R,1992,82883.0,210831.0,105953.0,82883.0,3390,0
13,5,51,100,D,1994,89581.0,170642.0,89581.0,63665.0,1418,5
13,5,51,200,R,1994,63665.0,170642.0,89581.0,63665.0,16238,0
13,5,51,100,D,1996,116005.0,197785.0,116005.0,59394.0,1418,6
13,5,51,200,R,1996,59394.0,197785.0,116005.0,59394.0,16238,0
13,5,51,100,D,1998,92189.0,149862.0,92189.0,40861.0,1418,7
13,5,51,200,R,1998,40861.0,149862.0,92189.0,40861.0,22229,0
13,6,52,200,R,1946,59438.0,110382.0,59438.0,,20720,0
13,6,52,200,R,1948,55844.0,141764.0,55844.0,9092.0,20720,1
13,6,52,100,D,1950,55733.0,106906.0,55733.0,41615.0,7726,3
13,6,52,200,R,1950,41615.0,106906.0,55733.0,41615.0,27883,0
13,6,52,100,D,1952,84292.0,213958.0,104720.0,84292.0,13640,0
13,6,52,200,R,1952,104720.0,213958.0,104720.0,84292.0,24121,1
13,6,52,100,D,1954,69105.0,148714.0,69105.0,67681.0,13640,1
13,6,52,200,R,1954,67681.0,148714.0,69105.0,67681.0,12191,0
13,6,52,100,D,1956,111412.0,226103.0,111412.0,97558.0,13640,2
13,6,52,200,R,1956,97558.0,226103.0,111412.0,97558.0,5028,0
13,6,52,100,D,1958,88853.0,167966.0,88853.0,61204.0,13640,3
13,6,52,200,R,1958,61204.0,167966.0,88853.0,61204.0,23273,0
13,6,52,100,D,1960,131963.0,237598.0,131963.0,81694.0,13640,4
13,6,52,200,R,1960,81694.0,237598.0,131963.0,81694.0,22248,0
13,6,52,100,D,1962,49632.0,152358.0,96475.0,49632.0,9807,0
13,6,52,200,R,1962,96475.0,152358.0,96475.0,49632.0,12191,2
13,6,52,100,D,1964,75327.0,175396.0,100069.0,75327.0,16809,0
13,6,52,200,R,1964,100069.0,175396.0,100069.0,75327.0,12191,3
13,6,52,100,D,1966,45621.0,155010.0,75314.0,45621.0,23122,0
13,6,52,200,R,1966,75314.0,155010.0,75314.0,45621.0,12191,4
13,6,52,100,D,1968,78350.0,165203.0,78350.0,49676.0,12191,5
13,6,52,200,R,1968,49676.0,165203.0,78350.0,49676.0,19371,0
13,6,52,200,R,1970,66688.0,115494.0,66688.0,26244.0,12191,6
13,6,52,200,R,1972,84811.0,212658.0,84811.0,,10646,0
13,6,52,200,R,1974,37538.0,151765.0,37538.0,,16501,0
13,6,52,200,R,1976,60567.0,181947.0,60567.0,8958.0,2481,0
13,6,52,200,R,1978,44304.0,134606.0,44304.0,9503.0,1552,0
13,6,52,200,R,1980,71838.0,169971.0,71838.0,,16548,0
13,6,52,100,D,1982,76233.0,99557.0,76233.0,4074.0,1493,11
13,6,52,100,D,1984,116411.0,145138.0,116411.0,18195.0,1493,12
13,6,52,200,R,1984,18195.0,145138.0,116411.0,18195.0,29120,0
13,6,52,100,D,1986,58317.0,86090.0,58317.0,22980.0,9926,0
13,6,52,200,R,1986,22980.0,86090.0,58317.0,22980.0,8091,0
13,6,52,100,D,1988,90196.0,110053.0,90196.0,13499.0,9926,1
13,6,52,100,D,1990,42499.0,60641.0,42499.0,13224.0,9926,2
13,6,52,200,R,1990,13224.0,60641.0,42499.0,13224.0,24590,0
13,6,52,100,D,1992,96972.0,119659.0,96972.0,18725.0,9926,3
13,6,52,200,R,1992,18725.0,119659.0,96972.0,18725.0,3308,0
13,6,52,100,D,1994,68596.0,85271.0,68596.0,13956.0,9926,4
13,6,52,200,R,1994,13956.0,85271.0,68596.0,13956.0,3308,0
13,6,52,100,D,1996,102799.0,121147.0,102799.0,13986.0,9926,5
13,6,52,200,R,1996,13986.0,121147.0,102799.0,13986.0,19557,0
13,6,52,100,D,1998,73235.0,76122.0,73235.0,,19029,0
13,7,53,200,R,1946,36510.0,85959.0,36510.0,,23446,0
13,7,53,200,R,1948,37856.0,108645.0,37856.0,,8444,0
13,7,53,100,D,1950,40326.0,83299.0,40326.0,30379.0,13000,0
13,7,53,200,R,1950,30379.0,83299.0,40326.0,30379.0,8444,0
13,7,53,100,D,1952,78058.0,170962.0,80896.0,78058.0,7726,4
13,7,53,200,R,1952,80896.0,170962.0,80896.0,78058.0,25699,0
13,7,53,100,D,1954,57087.0,106066.0,57087.0,43525.0,7726,5
13,7,53,200,R,1954,43525.0,106066.0,57087.0,43525.0,27600,0
13,7,53,100,D,1956,70975.0,155958.0,77928.0,70975.0,7726,6
13,7,53,200,R,1956,77928.0,155958.0,77928.0,70975.0,27600,0
13,7,53,100,D,1958,64718.0,116142.0,64718.0,45135.0,7726,7
13,7,53,200,R,1958,45135.0,116142.0,64718.0,45135.0,17002,0
13,7,53,100,D,1960,84529.0,152306.0,84529.0,59882.0,7726,8
13,7,53,200,R,1960,59882.0,152306.0,84529.0,59882.0,17002,0
13,7,53,100,D,1962,73867.0,136637.0,73867.0,55654.0,1493,1
13,7,53,200,R,1962,55654.0,136637.0,73867.0,55654.0,2011,0
13,7,53,100,D,1964,114222.0,173482.0,114222.0,49151.0,1493,2
13,7,53,200,R,1964,49151.0,173482.0,114222.0,49151.0,20544,0
13,7,53,100,D,1966,84288.0,144472.0,84288.0,34644.0,1493,3
13,7,53,200,R,1966,34644.0,144472.0,84288.0,34644.0,19073,0
13,7,53,100,D,1968,30291.0,111540.0,62181.0,30291.0,19073,0
13,7,53,200,R,1968,62181.0,111540.0,62181.0,30291.0,1493,4
13,7,53,100,D,1970,67861.0,124498.0,67861.0,11515.0,1493,5
13,7,53,100,D,1972,93411.0,137459.0,93411.0,28296.0,1493,6
13,7,53,200,R,1972,28296.0,137459.0,93411.0,28296.0,12138,0
13,7,53,100,D,1974,58855.0,83972.0,58855.0,,1493,7
13,7,53,100,D,1976,82107.0,113373.0,82107.0,740.0,1493,8
13,7,53,100,D,1978,55985.0,77001.0,55985.0,3935.0,1493,9
13,7,53,100,D,1980,73785.0,100840.0,73785.0,3303.0,1493,10
13,7,53,100,D,1982,79741.0,108845.0,79741.0,19157.0,24104,10
13,7,53,200,R,1982,19157.0,108845.0,79741.0,19157.0,16663,0
13,7,53,100,D,1984,92478.0,141044.0,92478.0,37784.0,1418,0
13,7,53,200,R,1984,37784.0,141044.0,92478.0,37784.0,23263,0
13,7,53,100,D,1986,62836.0,81220.0,62836.0,14459.0,1418,1
13,7,53,200,R,1986,14459.0,81220.0,62836.0,14459.0,23821,0
13,7,53,100,D,1988,89105.0,93120.0,89105.0,,1418,2
13,7,53,100,D,1990,48159.0,51091.0,48159.0,,1418,3
13,7,53,100,D,1992,72280.0,126919.0,72280.0,46218.0,17737,4
13,7,53,200,R,1992,46218.0,126919.0,72280.0,46218.0,26114,0
13,7,53,100,D,1994,58935.0,67633.0,58935.0,8698.0,17737,5
13,7,53,100,D,1996,78848.0,110940.0,78848.0,24826.0,17737,6
13,7,53,200,R,1996,24826.0,110940.0,78848.0,24826.0,3429,0
13,7,53,100,D,1998,50924.0,73780.0,50924.0,18896.0,7118,0
13,7,53,200,R,1998,18896.0,73780.0,50924.0,18896.0,8133,0
13,8,54,100,D,1946,27760.0,64727.0,27760.0,,22067,0
13,8,54,100,D,1948,53170.0,90184.0,78536.0,53170.0,22067,1
13,8,54,200,R,1948,78536.0,138976.0,78536.0,53170.0,29682,8
13,8,54,100,D,1950,42305.0,68299.0,42305.0,18551.0,1917,0
13,8,54,200,R,1950,18551.0,68299.0,42305.0,18551.0,10094,0
13,8,54,100,D,1952,66797.0,116080.0,66797.0,2424.0,13000,1
13,8,54,100,D,1954,46740.0,66941.0,46740.0,14948.0,1917,1
13,8,54,200,R,1954,14948.0,66941.0,46740.0,14948.0,23296,0
13,8,54,100,D,1956,53783.0,91397.0,53783.0,31399.0,1917,2
13,8,54,200,R,1956,31399.0,91397.0,53783.0,31399.0,23286,0
13,8,54,100,D,1958,39605.0,60927.0,39605.0,17271.0,1917,3
13,8,54,200,R,1958,17271.0,60927.0,39605.0,17271.0,20404,0
13,8,54,100,D,1960,54045.0,82348.0,54045.0,22318.0,1917,4
13,8,54,200,R,1960,22318.0,82348.0,54045.0,22318.0,20404,0
13,8,54,100,D,1962,90791.0,158017.0,90791.0,53122.0,24104,0
13,8,54,200,R,1962,53122.0,158017.0,90791.0,53122.0,18416,0
13,8,54,100,D,1964,133608.0,198165.0,133608.0,44398.0,24104,1
13,8,54,200,R,1964,44398.0,198165.0,133608.0,44398.0,4282,0
13,8,54,100,D,1966,95405.0,165609.0,95405.0,36573.0,24104,2
13,8,54,200,R,1966,36573.0,165609.0,95405.0,36573.0,11471,0
13,8,54,100,D,1968,97553.0,172285.0,97553.0,37314.0,24104,3
13,8,54,200,R,1968,37314.0,172285.0,97553.0,37314.0,29795,0
13,8,54,100,D,1970,77918.0,149072.0,77918.0,34059.0,24104,4
13,8,54,200,R,1970,34059.0,149072.0,77918.0,34059.0,8202,0
13,8,54,100,D,1972,98887.0,170459.0,98887.0,47535.0,24104,5
13,8,54,200,R,1972,47535.0,170459.0,98887.0,47535.0,16147,0
13,8,54,100,D,1974,78396.0,114180.0,78396.0,16530.0,24104,6
13,8,54,200,R,1974,16530.0,114180.0,78396.0,16530.0,16663,0
13,8,54,100,D,1976,98954.0,137861.0,98954.0,23754.0,24104,7
13,8,54,200,R,1976,23754.0,137861.0,98954.0,23754.0,16663,0
13,8,54,100,D,1978,68971.0,95202.0,68971.0,15165.0,24104,8
13,8,54,200,R,1978,15165.0,95202.0,68971.0,15165.0,16663,0
13,8,54,100,D,1980,79150.0,111429.0,79150.0,20970.0,24104,9
13,8,54,200,R,1980,20970.0,111429.0,79150.0,20970.0,16663,0
13,8,54,100,D,1982,87042.0,102571.0,87042.0,10741.0,25565,6
13,8,54,100,D,1984,99046.0,166573.0,99046.0,54264.0,25565,7
13,8,54,200,R,1984,54264.0,166573.0,99046.0,54264.0,4172,0
13,8,54,100,D,1986,66605.0,78284.0,66605.0,7679.0,25565,8
13,8,54,100,D,1988,96045.0,100240.0,96045.0,,25565,9
13,8,54,100,D,1990,53552.0,78042.0,53552.0,14384.0,25565,10
13,8,54,200,R,1990,14384.0,78042.0,53552.0,14384.0,23263,0
13,8,54,100,D,1992,132172.0,170248.0,132172.0,25548.0,20397,0
13,8,54,200,R,1992,25548.0,170248.0,132172.0,25548.0,2148,0
13,8,54,100,D,1994,103268.0,134086.0,103268.0,21132.0,20397,1
13,8,54,200,R,1994,21132.0,134086.0,103268.0,21132.0,2148,0
13,8,54,100,D,1996,123809.0,160352.0,123809.0,25005.0,20397,2
13,8,54,200,R,1996,25005.0,160352.0,123809.0,25005.0,3070,0
13,8,54,100,D,1998,108408.0,131331.0,108408.0,18383.0,20397,3
13,8,54,200,R,1998,18383.0,131331.0,108408.0,18383.0,13833,0
13,9,55,100,D,1946,35404.0,84952.0,35404.0,27289.0,15452,0
13,9,55,200,R,1946,27289.0,84952.0,35404.0,27289.0,25776,0
13,9,55,100,D,1948,52605.0,106214.0,52605.0,26700.0,15452,1
13,9,55,200,R,1948,26700.0,106214.0,52605.0,26700.0,13407,0
13,9,55,100,D,1950,41905.0,80547.0,41905.0,,15452,2
13,9,55,100,D,1952,70632.0,137136.0,70632.0,48998.0,15452,3
13,9,55,200,R,1952,48998.0,137136.0,70632.0,48998.0,27098,0
13,9,55,100,D,1954,51567.0,83568.0,51567.0,22808.0,15452,4
13,9,55,200,R,1954,22808.0,83568.0,51567.0,22808.0,15259,0
13,9,55,100,D,1956,66726.0,120730.0,66726.0,44916.0,15452,5
13,9,55,200,R,1956,44916.0,120730.0,66726.0,44916.0,9640,0
13,9,55,100,D,1958,53843.0,85773.0,53843.0,23957.0,15452,6
13,9,55,200,R,1958,23957.0,85773.0,53843.0,23957.0,9436,0
13,9,55,100,D,1960,73841.0,117479.0,73841.0,32538.0,15452,7
13,9,55,200,R,1960,32538.0,117479.0,73841.0,32538.0,24617,0
13,9,55,100,D,1962,85987.0,146363.0,85987.0,51325.0,7726,9
13,9,55,200,R,1962,51325.0,146363.0,85987.0,51325.0,6346,0
13,9,55,100,D,1964,109973.0,166974.0,109973.0,48878.0,7726,10
13,9,55,200,R,1964,48878.0,166974.0,109973.0,48878.0,6346,0
13,9,55,100,D,1966,75915.0,141851.0,75915.0,39835.0,7726,11
13,9,55,200,R,1966,39835.0,141851.0,75915.0,39835.0,12052,0
13,9,55,100,D,1968,69462.0,139865.0,69462.0,43518.0,7726,12
13,9,55,200,R,1968,43518.0,139865.0,69462.0,43518.0,12052,0
13,9,55,100,D,1970,42706.0,111230.0,42706.0,9025.0,7726,13
13,9,55,200,R,1972,73897.0,151288.0,73897.0,9965.0,7726,14
13,9,55,100,D,1974,45064.0,99155.0,45064.0,6924.0,7726,15
13,9,55,100,D,1976,53418.0,115195.0,53418.0,5643.0,7726,16
13,9,55,100,D,1978,51350.0,94787.0,51350.0,32096.0,9696,0
13,9,55,200,R,1978,32096.0,94787.0,51350.0,32096.0,7796,0
13,9,55,100,D,1980,63796.0,109360.0,63796.0,34453.0,9696,1
13,9,55,200,R,1980,34453.0,109360.0,63796.0,34453.0,2798,0
13,9,55,100,D,1982,75286.0,102820.0,75286.0,20352.0,9696,2
13,9,55,200,R,1982,20352.0,102820.0,75286.0,20352.0,29776,0
13,9,55,100,D,1984,71420.0,135330.0,71420.0,54089.0,17737,0
13,9,55,200,R,1984,54089.0,135330.0,71420.0,54089.0,17674,0
13,9,55,100,D,1986,50738.0,73126.0,50738.0,18040.0,17737,1
13,9,55,200,R,1986,18040.0,73126.0,50738.0,18040.0,5225,0
13,9,55,100,D,1988,72851.0,72851.0,72851.0,,17737,2
13,9,55,100,D,1990,35177.0,54644.0,35177.0,13330.0,17737,3
13,9,55,200,R,1990,13330.0,54644.0,35177.0,13330.0,7414,0
13,9,55,100,D,1992,111424.0,131530.0,111424.0,14985.0,25719,6
13,9,55,100,D,1994,90783.0,131019.0,90783.0,30371.0,25719,7
13,9,55,200,R,1994,30371.0,131019.0,90783.0,30371.0,18225,0
13,9,55,100,D,1996,102556.0,143213.0,102556.0,27829.0,25719,8
13,9,55,200,R,1996,27829.0,143213.0,102556.0,27829.0,29146,0
13,9,55,100,D,1998,67274.0,104522.0,67274.0,24486.0,29791,0
13,9,55,200,R,1998,24486.0,104522.0,67274.0,24486.0,28247,0
13,10,56,100,D,1946,39867.0,99614.0,39867.0,8314.0,27062,0
13,10,56,100,D,1948,58941.0,123859.0,58941.0,32290.0,27062,1
13,10,56,200,R,1948,32290.0,123859.0,58941.0,32290.0,13358,0
13,10,56,100,D,1950,52603.0,99659.0,52603.0,25485.0,15318,0
13,10,56,200,R,1950,25485.0,99659.0,52603.0,25485.0,24597,0
13,10,56,100,D,1952,84483.0,147800.0,84483.0,42498.0,15318,1
13,10,56,200,R,1952,42498.0,147800.0,84483.0,42498.0,28354,0
13,10,56,100,D,1954,68520.0,104916.0,68520.0,22479.0,15318,2
13,10,56,200,R,1954,22479.0,104916.0,68520.0,22479.0,26175,0
13,10,56,100,D,1956,87193.0,137686.0,87193.0,36878.0,15318,3
13,10,56,200,R,1956,36878.0,137686.0,87193.0,36878.0,26175,0
13,10,56,100,D,1958,65325.0,101637.0,65325.0,24286.0,15318,4
13,10,56,200,R,1958,24286.0,101637.0,65325.0,24286.0,25634,0
