Height,Weight,Sex
166.49,76.26,Male
117.23,70.28,Female
155.56,72.59,Female
153.75,68.66,Female
136.80,51.98,Female
173.54,95.08,Male
169.80,85.90,Male
161.77,58.85,Female
142.41,56.22,Female
166.62,82.80,Female
160.62,70.77,Female
168.61,38.38,Male
175.11,81.72,Male
167.98,89.93,Male
172.80,79.67,Male
164.20,75.25,Male
171.20,42.74,Female
150.91,63.90,Female
163.73,80.91,Male
174.34,93.84,Male
153.14,69.41,Female
163.31,61.12,Female
127.83,61.19,Female
183.43,72.05,Male
165.99,74.58,Male
168.06,83.85,Male
175.72,63.38,Female
154.84,58.80,Female
134.39,63.09,Female
121.82,60.41,Female
172.55,85.25,Male
176.29,85.75,Male
168.03,84.89,Male
165.61,71.60,Male
167.32,60.76,Female
150.93,78.47,Female
145.74,56.78,Female
167.34,61.35,Male
180.08,71.44,Male
173.09,83.57,Male
171.33,66.13,Male
164.28,50.62,Female
195.00,78.64,Male
158.25,72.62,Male
184.62,68.20,Male
179.91,57.93,Male
153.14,59.62,Female
158.25,87.68,Male
179.08,97.79,Male
185.37,96.05,Male
168.71,49.19,Male
164.33,62.71,Male
149.63,78.91,Female
137.23,71.39,Female
149.29,72.10,Female
179.37,70.36,Male
167.13,64.58,Male
193.76,61.90,Male
170.38,85.50,Male
174.04,60.91,Male
160.04,56.86,Male
135.70,76.76,Female
160.17,63.73,Male
177.90,91.02,Male
178.14,84.07,Male
156.06,75.74,Male
162.16,61.80,Female
137.82,79.34,Female
149.29,65.29,Female
155.72,48.28,Female
144.44,59.99,Female
153.08,60.59,Female
151.99,72.22,Female
137.32,52.70,Female
168.99,88.59,Male
174.30,65.52,Male
137.65,63.39,Female
153.29,52.46,Female
138.18,68.91,Female
143.87,65.82,Male
159.49,74.99,Male
169.98,75.98,Male
155.01,50.65,Female
149.60,76.38,Female
167.15,76.77,Male
182.59,70.55,Male
175.63,75.14,Male
156.38,47.72,Male
153.97,75.77,Female
163.36,51.67,Male
166.50,54.24,Male
141.65,80.99,Male
166.84,47.71,Male
131.00,51.53,Female
147.04,47.17,Female
149.09,73.99,Female
174.12,85.09,Male
159.35,66.25,Female
153.17,67.96,Female
177.24,73.04,Male
182.22,44.16,Male
186.85,91.68,Male
163.15,73.22,Male
145.34,81.95,Female
178.42,87.06,Male
171.39,74.92,Male
147.92,72.56,Female
135.55,67.98,Female
169.93,53.93,Female
141.19,70.14,Female
137.00,45.14,Female
129.84,46.96,Female
150.15,30.53,Male
190.04,49.03,Male
174.43,96.62,Male
181.21,59.55,Male
25.68,58.99,Female
146.00,70.78,Female
155.06,52.71,Female
177.15,73.29,Male
181.53,60.14,Male
161.67,73.97,Male
155.23,85.44,Male
182.88,106.44,Male
147.86,51.29,Female
154.49,65.46,Female
150.04,85.21,Male
155.54,73.50,Female
156.26,69.33,Female
149.73,66.46,Female
170.57,65.73,Female
145.77,52.61,Female
172.00,76.66,Female
178.86,83.67,Male
170.74,90.28,Male
178.10,63.78,Male
154.72,59.09,Female
135.80,61.36,Female
159.27,112.28,Male
194.12,60.81,Male
151.64,37.06,Female
141.79,63.76,Female
131.70,78.36,Female
167.94,62.46,Female
164.09,51.30,Female
153.91,63.76,Female
161.55,49.18,Female
162.04,78.29,Female
155.17,68.16,Female
146.47,42.32,Female
172.26,41.07,Male
171.05,99.68,Male
152.08,56.88,Female
179.16,66.57,Female
167.78,52.76,Male
173.78,77.89,Male
187.64,58.31,Male
179.29,79.78,Male
150.78,67.35,Female
134.21,59.56,Female
140.57,59.60,Female
173.63,65.63,Male
138.62,76.74,Female
168.64,69.62,Male
169.58,68.77,Male
187.08,76.41,Male
178.12,70.81,Male
181.72,27.73,Male
185.99,99.17,Male
194.32,64.54,Male
150.82,37.65,Female
145.08,42.59,Female
168.92,95.59,Male
168.51,57.28,Male
162.43,77.24,Male
146.67,63.20,Female
149.62,50.48,Female
146.28,68.86,Female
157.99,90.49,Male
175.96,82.98,Male
169.78,88.67,Male
144.35,71.33,Female
145.62,69.02,Female
170.91,91.65,Male
163.37,44.12,Male
158.36,70.65,Male
158.92,50.47,Female
148.03,55.76,Female
148.79,62.35,Female
177.54,51.90,Male
170.96,83.22,Male
185.36,60.06,Male
160.76,63.44,Male
160.25,52.41,Female
147.88,62.95,Female
157.41,63.56,Female
154.47,45.89,Female
149.38,62.43,Female
161.29,58.77,Male
137.07,55.00,Male
172.07,69.90,Male
138.35,56.16,Female
144.78,48.98,Female
145.92,46.90,Female
174.78,52.74,Female
170.00,75.65,Male
142.86,54.83,Female
161.04,76.66,Female
150.06,64.25,Female
153.97,67.24,Female
180.28,92.56,Male
179.63,89.83,Male
176.25,76.66,Male
172.54,85.74,Male
167.80,93.25,Male
136.10,60.17,Female
150.63,71.46,Female
154.85,83.75,Female
132.65,59.31,Female
158.45,68.09,Male
141.90,54.58,Female
139.74,50.44,Female
173.80,83.78,Male
195.35,70.66,Male
174.31,64.81,Male
187.06,100.25,Male
141.27,79.56,Female
154.27,77.32,Female
150.97,79.39,Female
161.27,49.95,Male
184.94,85.58,Male
168.92,62.51,Male
159.91,79.16,Female
142.27,49.60,Female
158.57,42.54,Female
171.72,63.03,Male
174.96,45.23,Male
157.19,84.92,Male
171.78,83.87,Male
185.27,62.23,Male
180.06,95.79,Male
162.98,65.78,Female
149.66,70.26,Female
153.64,78.18,Female
162.60,56.40,Female
136.80,43.43,Female
148.16,50.68,Female
174.16,73.87,Male
163.73,74.76,Male
184.48,59.94,Male
138.77,46.12,Female
152.06,68.68,Female
143.06,69.29,Female
156.79,58.77,Female
150.39,66.86,Female
142.17,63.70,Female
164.86,87.15,Male
197.70,62.53,Male
170.82,81.10,Male
135.05,64.05,Female
149.93,60.47,Female
149.71,64.19,Female
152.66,69.53,Female
167.04,57.38,Male
156.98,85.05,Male
173.43,70.43,Male
176.70,69.71,Male
163.22,89.68,Female
152.91,55.36,Female
141.65,46.44,Female
153.63,64.35,Female
195.21,104.27,Male
149.45,60.96,Female
163.25,75.96,Male
169.76,51.22,Male
170.81,68.12,Male
177.06,64.08,Male
170.04,96.73,Male
167.51,42.33,Male
178.05,90.86,Male
155.19,60.31,Female
159.96,63.89,Female
175.91,109.83,Female
165.80,64.16,Male
170.81,62.40,Male
165.44,66.68,Male
169.67,65.47,Male
173.86,82.28,Male
172.96,78.83,Male
154.62,54.17,Female
143.41,68.53,Female
160.51,55.09,Female
144.82,64.90,Female
138.13,53.00,Female
137.57,87.31,Female
171.83,86.04,Male
168.21,76.22,Male
161.16,61.96,Male
164.03,86.06,Male
156.84,59.70,Female
179.32,53.95,Male
148.14,73.93,Female
159.00,69.20,Female
157.12,67.20,Female
170.25,50.15,Male
174.05,60.30,Male
166.80,63.13,Male
164.82,65.06,Female
145.62,74.49,Female
164.67,85.08,Female
159.69,79.28,Male
160.22,75.02,Male
153.91,71.08,Male
186.59,59.33,Male
174.13,59.00,Male
184.16,72.70,Male
168.02,59.88,Male
176.15,58.07,Male
165.83,81.22,Male
144.97,65.81,Female
159.45,59.82,Female
173.87,61.25,Male
179.99,61.19,Male
188.67,94.04,Male
168.69,79.16,Male
182.62,84.11,Male
184.91,94.50,Male
146.52,70.17,Female
136.49,86.13,Female
154.99,57.97,Male
181.66,95.30,Male
179.85,32.32,Male
156.48,66.71,Female
144.92,73.09,Female
156.46,76.51,Female
137.17,58.86,Female
135.57,69.00,Female
173.55,79.02,Male
163.76,54.70,Male
180.00,81.08,Male
175.40,89.12,Male
141.00,44.31,Female
151.36,69.84,Female
151.17,50.96,Female
145.15,53.54,Female
189.76,73.07,Male
170.91,100.04,Male
173.93,52.23,Male
156.96,88.35,Female
149.13,58.79,Female
135.55,64.82,Female
164.13,71.20,Male
164.44,71.62,Male
129.95,62.02,Female
158.80,57.34,Female
138.02,74.36,Female
132.94,46.57,Female
165.06,50.39,Female
156.43,68.86,Female
152.30,66.93,Male
168.25,77.09,Male
178.64,59.34,Male
164.61,89.55,Male
185.27,86.34,Male
151.48,57.28,Female
137.08,68.66,Female
128.30,63.39,Female
177.72,58.24,Male
171.95,77.64,Male
168.52,63.01,Male
170.93,77.52,Male
137.01,61.80,Female
136.96,66.82,Female
147.51,55.69,Female
185.28,76.71,Male
131.39,54.74,Female
140.33,55.17,Female
158.66,81.90,Male
173.11,92.50,Male
177.27,69.84,Male
145.63,54.53,Female
153.83,49.44,Female
178.38,63.00,Male
174.46,39.20,Male
170.32,74.88,Male
161.97,68.99,Male
148.91,40.98,Female
165.45,68.45,Female
161.46,61.19,Female
137.76,82.97,Female
145.63,77.31,Male
170.13,52.95,Male
178.62,89.42,Male
148.37,65.66,Female
142.83,76.49,Female
147.07,46.73,Female
171.38,69.41,Male
166.40,64.04,Male
168.19,63.32,Male
178.28,74.64,Male
135.01,70.58,Female
145.29,60.54,Male
143.46,58.52,Female
131.95,68.01,Female
177.17,99.57,Male
169.36,72.72,Male
171.07,84.36,Male
167.12,87.62,Male
162.07,97.90,Male
159.74,66.36,Female
162.24,52.32,Female
153.68,56.23,Female
183.31,93.18,Male
171.94,87.74,Male
167.89,77.48,Male
176.80,73.81,Male
167.56,71.21,Male
178.43,77.57,Male
148.83,65.20,Female
139.77,62.89,Female
160.50,78.17,Male
182.69,52.70,Male
139.60,43.07,Female
138.05,63.12,Female
148.89,53.18,Female
138.49,53.86,Female
155.09,49.34,Female
178.78,47.85,Male
164.94,100.82,Male
180.19,88.39,Male
144.85,54.64,Female
164.39,57.91,Female
167.36,64.37,Male
168.55,70.26,Male
179.41,71.78,Male
170.41,43.84,Male
141.16,49.27,Female
167.89,65.98,Male
158.14,81.58,Male
168.62,96.75,Male
179.49,88.46,Male
168.88,74.09,Male
164.54,94.83,Male
158.32,61.73,Female
152.11,74.35,Female
145.06,57.81,Female
132.34,62.10,Female
165.12,71.28,Male
156.46,80.07,Male
165.38,77.63,Female
183.45,41.48,Female
147.79,71.53,Female
129.37,48.94,Female
178.60,81.19,Male
179.35,85.38,Male
137.87,56.96,Female
131.37,53.39,Female
166.31,64.72,Female
148.83,48.25,Female
159.57,67.11,Female
165.87,38.47,Male
155.40,72.91,Male
175.57,95.11,Male
149.07,89.64,Male
169.15,60.14,Female
164.52,68.49,Female
157.39,43.13,Female
182.04,76.31,Male
171.58,63.89,Male
152.16,72.59,Female
135.10,53.83,Female
142.13,53.33,Female
155.40,56.58,Female
178.95,103.14,Male
169.83,91.84,Male
175.77,59.80,Male
149.79,57.99,Female
162.65,71.90,Female
149.72,67.36,Female
174.59,60.11,Male
160.15,72.71,Male
157.54,49.73,Male
177.98,80.79,Male
166.71,72.02,Male
165.14,86.62,Male
149.26,88.15,Female
155.42,60.01,Female
150.20,66.95,Female
163.08,72.41,Female
171.12,70.76,Male
156.12,42.67,Female
193.06,42.11,Male
161.03,58.15,Male
157.57,66.52,Male
163.50,37.84,Female
138.21,63.31,Female
156.25,70.75,Female
141.40,49.96,Female
157.67,69.14,Male
154.06,98.67,Male
189.54,69.71,Male
152.28,71.21,Male
178.10,73.74,Male
188.96,90.96,Male
156.80,57.77,Female
151.63,62.21,Female
175.45,50.52,Male
196.11,63.62,Male
173.26,65.76,Male
182.25,89.12,Male
185.28,86.39,Male
154.64,77.00,Female
162.12,67.76,Female
136.01,53.12,Female
177.55,54.27,Male
140.62,66.88,Female
158.53,73.55,Female
173.46,53.29,Male
157.65,60.89,Female
147.25,53.27,Female
141.31,65.74,Female
179.53,79.24,Male
162.25,87.46,Male
171.90,88.18,Male
149.29,61.14,Female
149.60,50.84,Female
159.68,80.48,Female
151.01,50.81,Female
174.17,102.25,Male
167.32,99.06,Male
134.60,74.57,Female
148.31,67.79,Female
141.87,76.93,Female
159.50,85.03,Female
148.37,62.08,Female
161.83,79.84,Male
171.00,52.49,Male
149.52,67.54,Female
155.06,70.51,Female
135.50,71.46,Female
135.80,56.39,Female
182.86,76.27,Male
178.14,80.12,Male
171.77,93.97,Male
148.75,43.26,Female
136.51,55.15,Female
131.43,62.21,Female
180.85,63.26,Male
151.63,59.88,Female
154.42,75.35,Female
133.28,57.54,Female
169.34,69.36,Male
165.69,82.91,Male
172.72,88.53,Male
170.44,50.36,Male
170.81,41.76,Male
166.55,65.14,Male
155.80,74.14,Female
151.05,92.23,Female
142.53,53.32,Female
155.30,44.99,Female
154.55,55.49,Female
173.00,71.54,Male
175.51,51.40,Male
172.35,67.70,Male
167.55,56.36,Male
161.23,52.30,Female
140.62,50.26,Female
142.37,84.38,Female
168.09,61.37,Male
156.23,85.74,Male
140.52,66.78,Female
138.45,85.12,Female
164.43,54.90,Female
143.33,65.87,Female
145.96,52.52,Female
153.83,68.44,Female
139.27,59.27,Female
151.55,82.10,Female
173.22,67.86,Male
169.50,83.96,Male
176.44,75.41,Male
163.37,58.71,Female
147.27,73.64,Female
142.66,45.85,Female
156.21,40.60,Female
144.44,64.88,Female
178.09,93.11,Male
186.90,81.29,Male
155.25,87.80,Female
145.85,67.64,Female
141.14,75.46,Female
150.34,48.77,Female
158.38,73.41,Male
151.56,75.46,Female
147.34,63.06,Female
144.29,59.55,Female
151.10,39.99,Female
188.86,49.85,Male
147.30,53.61,Female
158.10,75.60,Male
187.53,85.84,Male
155.62,76.82,Male
176.48,64.80,Male
153.65,62.93,Female
171.35,85.59,Female
180.60,99.77,Male
144.87,82.94,Female
137.33,40.81,Female
175.78,57.71,Male
164.57,59.26,Male
162.94,94.85,Male
165.06,51.41,Male
164.72,78.83,Male
140.45,43.77,Female
154.23,68.98,Female
155.02,79.61,Female
167.32,78.06,Male
163.14,69.95,Male
142.24,63.34,Female
170.91,80.03,Female
165.61,94.66,Male
162.55,73.56,Male
166.32,103.17,Male
146.83,46.41,Female
166.39,62.47,Female
151.97,46.15,Female
142.25,66.03,Female
135.55,75.20,Female
145.13,58.15,Female
141.76,63.19,Female
146.26,75.20,Female
134.11,62.53,Female
159.70,53.67,Female
180.67,98.65,Male
163.02,53.42,Male
165.25,76.28,Male
191.60,25.90,Male
159.04,45.79,Male
201.68,62.71,Male
171.82,79.04,Male
167.47,55.73,Male
158.62,72.68,Female
158.88,58.94,Female
128.90,60.13,Female
162.22,66.22,Male
171.04,71.29,Male
162.81,68.77,Male
162.92,68.50,Female
167.78,43.55,Female
156.01,55.11,Female
151.38,55.22,Male
164.77,89.64,Male
162.11,58.97,Male
170.00,68.09,Male
179.56,36.84,Male
144.14,55.14,Female
145.57,55.44,Female
154.79,43.48,Female
137.64,71.28,Female
144.42,73.92,Female
167.61,93.11,Male
170.09,73.57,Male
178.82,73.48,Male
148.03,80.56,Female
137.39,70.45,Female
157.60,97.07,Male
166.93,92.63,Male
175.43,62.63,Male
147.51,77.15,Female
194.90,85.58,Male
185.74,80.72,Male
171.88,104.68,Male
171.52,88.18,Male
175.84,64.61,Male
142.82,73.05,Female
143.76,41.20,Female
169.48,85.05,Male
171.22,86.87,Male
135.27,50.01,Female
143.44,77.64,Female
137.22,72.57,Female
145.59,72.69,Female
137.34,65.37,Female
145.79,485.00,Female
173.89,73.54,Male
184.25,67.23,Male
158.17,67.14,Male
153.66,62.65,Female
156.71,53.83,Male
148.26,99.44,Male
164.00,25.59,Male
181.70,53.48,Male
169.77,66.70,Male
151.66,73.93,Female
159.92,64.34,Female
139.38,43.42,Female
125.66,41.10,Female
154.02,62.68,Female
153.19,93.04,Male
162.63,57.46,Male
170.42,55.00,Male
173.12,59.02,Male
151.32,68.68,Female
157.64,66.96,Female
160.20,56.64,Female
175.28,69.16,Male
161.33,89.77,Male
168.55,51.02,Female
140.38,72.03,Female
164.70,57.95,Female
133.82,59.25,Female
164.88,96.84,Male
166.15,73.02,Male
145.05,52.11,Female
150.47,49.80,Female
154.71,71.66,Female
177.25,70.70,Male
179.06,69.35,Male
187.79,62.80,Male
159.79,78.78,Female
171.36,77.91,Male
172.03,43.83,Male
153.90,58.39,Female
149.64,60.07,Female
160.18,54.73,Male
65.80,70.86,Male
150.77,65.70,Female
149.90,73.31,Male
153.51,66.41,Male
190.24,88.21,Male
160.95,115.13,Male
161.04,56.25,Female
169.57,53.31,Male
171.44,54.65,Female
161.17,73.61,Female
149.69,45.32,Female
143.43,77.20,Female
171.58,75.64,Male
177.33,111.45,Male
161.71,55.76,Female
162.77,59.37,Female
165.54,67.11,Male
176.67,106.64,Male
142.82,40.88,Female
154.62,63.13,Female
153.10,61.88,Female
177.73,67.70,Male
141.48,35.17,Female
182.60,75.62,Male
179.00,79.02,Male
161.36,69.38,Male
147.63,68.53,Female
139.84,56.88,Female
149.21,42.02,Female
130.58,39.73,Female
161.37,41.95,Female
134.17,50.11,Female
125.41,78.22,Female
178.88,69.79,Male
144.04,50.87,Female
169.61,61.47,Male
168.28,55.07,Male
158.17,62.37,Female
158.78,87.74,Male
167.45,74.09,Male
157.49,78.29,Male
174.73,77.30,Male
169.34,47.52,Male
170.98,41.98,Male
174.27,74.90,Male
156.78,95.98,Male
156.81,49.08,Female
134.31,79.76,Female
184.97,75.04,Male
166.12,72.14,Male
168.43,96.40,Male
129.95,64.12,Female
156.96,65.59,Female
169.66,72.27,Male
155.23,69.47,Female
154.94,73.28,Female
146.80,97.19,Female
148.58,60.94,Female
157.52,65.39,Female
159.20,73.30,Female
164.44,63.33,Male
190.40,64.54,Male
162.18,90.36,Male
178.45,91.83,Male
183.14,56.73,Male
133.77,60.12,Female
162.11,65.87,Female
172.92,64.45,Male
161.87,90.31,Male
150.51,56.63,Female
139.31,63.84,Female
179.87,70.35,Male
174.15,54.58,Male
167.17,78.57,Male
173.96,67.85,Male
177.69,8.53,Male
145.17,55.25,Female
146.51,55.76,Female
165.82,44.16,Male
165.35,57.76,Female
159.11,72.39,Female
156.03,79.19,Male
157.93,43.29,Female
171.84,64.56,Female
176.54,91.71,Male
182.08,84.92,Male
182.13,74.19,Male
140.57,75.91,Female
151.26,47.44,Female
181.46,72.00,Male
182.07,92.97,Male
175.87,82.03,Female
143.21,53.60,Female
123.01,40.55,Female
132.34,61.38,Female
147.21,69.67,Female
165.64,74.00,Male
173.55,71.11,Male
175.85,54.61,Male
154.37,80.76,Male
159.27,75.04,Male
166.14,76.14,Male
161.03,54.43,Female
164.91,64.94,Female
149.19,53.17,Female
160.31,59.77,Female
178.36,65.50,Male
164.21,82.78,Male
169.82,78.20,Male
133.91,69.58,Female
147.20,51.42,Female
162.74,48.24,Female
152.89,65.97,Female
140.33,59.67,Female
150.45,66.36,Female
136.30,76.74,Female
182.76,64.30,Female
167.20,76.72,Male
162.41,71.65,Male
162.74,71.61,Male
150.03,72.18,Female
179.98,54.69,Male
175.96,67.06,Male
154.70,56.52,Male
167.71,67.40,Male
163.43,75.80,Male
170.20,76.61,Male
133.15,76.96,Female
147.22,67.79,Female
163.16,52.76,Female
173.82,43.39,Female
139.34,58.23,Female
150.13,59.64,Female
167.16,58.73,Male
164.20,89.87,Male
178.19,81.54,Male
161.88,58.92,Female
149.51,44.50,Female
160.42,72.48,Female
158.65,66.36,Male
178.89,80.45,Male
162.97,68.25,Male
176.61,54.17,Male
179.06,79.68,Male
172.70,66.75,Male
174.21,73.67,Male
164.47,83.06,Male
161.59,61.75,Female
151.22,64.72,Female
137.55,60.38,Female
145.83,50.93,Female
178.35,53.49,Male
170.34,41.00,Male
161.35,58.95,Male
130.47,69.53,Female
167.52,67.25,Female
176.15,91.66,Male
180.51,70.24,Male
150.79,57.52,Female
159.79,60.26,Female
154.36,93.29,Male
160.80,88.08,Male
161.69,80.92,Male
157.24,90.31,Male
171.33,63.09,Male
148.66,79.58,Female
157.21,73.77,Female
158.41,56.41,Female
143.54,63.09,Female
137.90,54.30,Female
159.51,56.81,Female
185.56,69.82,Male
166.04,69.78,Male
155.72,58.36,Female
166.51,58.32,Female
132.88,80.07,Female
130.99,82.67,Female
149.17,56.44,Female
148.27,74.45,Female
163.55,83.33,Male
167.63,69.50,Male
179.24,68.33,Male
170.66,65.07,Male
171.38,56.95,Male
145.22,46.15,Female
135.23,65.19,Female
145.27,54.57,Female
127.77,50.40,Female
187.13,52.40,Male
173.69,76.54,Male
163.53,57.30,Male
152.35,65.55,Male
167.56,110.79,Male
183.19,96.57,Male
137.90,67.28,Female
145.56,51.99,Female
174.56,70.31,Female
161.06,53.96,Female
155.13,68.78,Female
152.85,54.75,Female
152.19,56.79,Female
173.38,93.71,Male
166.25,76.15,Male
182.59,49.65,Male
147.76,68.74,Female
133.57,55.30,Female
168.86,70.45,Male
169.55,68.11,Male
157.98,82.84,Male
181.59,98.41,Male
170.21,60.88,Male
142.54,74.82,Female
166.64,68.77,Female
145.38,93.04,Female
149.68,69.46,Female
155.18,56.27,Female
147.40,49.25,Female
151.13,67.52,Female
170.04,88.08,Male
185.34,86.72,Male
156.23,64.00,Male
168.71,54.57,Male
179.18,81.96,Male
155.24,66.71,Female
143.47,70.61,Female
166.45,66.08,Female
142.21,50.24,Female
146.44,53.28,Female
143.07,56.89,Female
179.80,70.73,Male
173.15,65.88,Male
162.08,70.18,Male
148.05,82.05,Female
150.69,44.81,Female
140.83,67.83,Female
141.52,51.96,Female
183.92,75.70,Male
153.12,53.03,Female
172.83,72.81,Male
160.47,92.82,Male
130.47,53.51,Female
153.56,42.89,Female
124.93,87.03,Female
141.66,62.73,Female
174.54,50.55,Male
148.35,63.91,Female
150.08,65.92,Female
155.63,48.89,Male
163.97,57.18,Female
160.38,77.49,Female
145.01,66.28,Female
162.43,80.49,Female
137.97,63.67,Female
145.89,80.52,Female
180.38,52.64,Male
145.05,66.65,Male
190.41,90.25,Male
154.37,73.72,Female
150.07,60.31,Female
138.90,71.77,Female
168.03,90.04,Male
170.24,80.65,Male
167.49,69.19,Male
168.58,54.72,Male
179.05,66.42,Male
172.03,80.42,Male
176.59,72.05,Male
165.14,57.87,Female
147.23,63.70,Female
173.56,73.20,Male
193.28,82.50,Male
174.55,67.31,Male
141.70,46.64,Female
158.56,61.10,Female
152.40,37.26,Female
157.92,64.36,Female
166.67,48.03,Male
177.47,98.54,Male
169.32,90.45,Male
134.83,68.27,Female
143.62,62.91,Female
162.01,66.45,Male
167.34,61.63,Male
150.25,86.49,Female
166.74,70.41,Female
155.93,68.56,Male
152.98,51.93,Female
164.73,44.72,Female
148.54,55.62,Female
176.22,72.14,Female
178.35,57.68,Male
171.54,72.37,Male
171.94,81.86,Male
150.81,24.57,Female
134.01,34.21,Female
119.34,55.83,Female
156.14,31.39,Female
126.40,75.09,Female
176.38,67.44,Male
176.95,63.66,Male
139.08,62.56,Female
140.72,48.60,Female
155.85,60.11,Female
136.54,49.96,Female
151.85,63.28,Male
181.89,89.08,Male
183.47,84.43,Male
158.16,102.04,Male
150.62,92.91,Female
151.78,48.93,Female
167.03,89.34,Male
147.52,62.70,Female
157.38,54.86,Female
183.48,77.01,Male
183.61,85.87,Male
154.05,91.01,Male
158.74,75.16,Female
144.26,50.34,Female
152.49,40.30,Female
163.95,73.62,Female
178.97,73.16,Male
152.01,72.02,Male
166.03,100.28,Male
166.75,85.73,Male
169.63,66.27,Male
179.32,95.28,Male
147.79,55.48,Female
168.00,46.45,Male
176.07,55.80,Male
154.85,66.26,Female
145.32,83.69,Female
154.80,42.44,Female
136.57,55.27,Female
176.88,76.43,Male
137.71,67.82,Female
165.35,56.45,Female
130.76,59.97,Female
146.42,76.25,Female
153.52,69.57,Female
170.95,66.37,Male
175.94,76.27,Male
168.62,88.93,Male
151.78,70.70,Female
139.88,50.47,Female
156.62,86.86,Male
150.34,83.63,Male
159.50,53.37,Female
167.84,67.84,Female
162.51,64.87,Male
171.46,89.40,Male
162.90,56.46,Female
151.81,50.08,Female
142.98,61.67,Female
167.87,52.88,Female
139.13,67.60,Female
174.42,44.91,Female
150.01,53.48,Female
154.18,64.59,Female
179.03,58.24,Male
155.27,56.57,Male
162.30,52.12,Female
172.27,80.59,Male
175.79,71.99,Male
145.63,67.91,Female
148.96,80.21,Female
141.22,83.79,Female
147.54,64.61,Female
143.92,55.65,Female
173.60,81.70,Male
141.29,51.61,Male
184.21,90.21,Male
169.65,70.62,Male
171.15,62.33,Male
153.27,85.02,Female
160.03,67.01,Male
148.76,101.64,Male
172.65,79.71,Male
127.82,56.02,Female
159.74,53.51,Female
160.29,63.48,Female
166.16,73.32,Female
160.52,91.49,Male
173.16,86.22,Male
169.89,97.34,Male
181.57,71.67,Male
189.61,55.04,Male
170.95,96.34,Male
166.31,72.28,Male
163.82,67.17,Female
139.58,72.78,Female
161.15,68.59,Male
158.18,66.24,Male
143.22,76.30,Female
141.04,75.17,Female
160.71,92.59,Female
128.28,57.88,Female
141.22,39.56,Female
161.33,82.71,Female
158.38,92.29,Male
160.56,76.94,Male
158.71,76.64,Male
172.54,64.66,Male
179.69,77.05,Male
162.62,68.61,Male
158.53,57.53,Female
144.74,52.28,Female
161.33,74.64,Female
121.77,72.93,Female
172.84,45.13,Male
163.57,99.45,Male
169.91,85.81,Male
165.17,61.73,Female
157.90,72.49,Female
166.40,86.80,Male
149.18,52.37,Female
157.42,68.60,Female
149.25,69.32,Female
136.55,56.55,Female
153.65,68.04,Female
129.43,80.96,Female
155.94,56.45,Female
139.71,78.00,Female
154.39,84.92,Female
177.92,86.59,Male
166.95,113.09,Male
158.41,56.87,Male
164.60,52.15,Male
156.14,54.86,Female
141.74,68.18,Female
183.67,73.92,Male
151.20,64.45,Male
162.86,74.08,Male
136.53,60.39,Female
157.44,84.59,Female
138.41,70.69,Female
151.97,82.26,Female
146.49,63.73,Female
142.71,71.76,Female
173.93,50.00,Male
178.33,72.97,Male
176.93,98.45,Male
168.76,89.31,Male
164.18,73.52,Male
180.18,72.05,Male
135.94,84.21,Female
152.23,55.84,Female
157.68,63.31,Female
146.79,79.73,Female
151.64,64.65,Female
139.07,82.57,Female
154.70,80.90,Male
164.60,79.31,Male
135.39,54.46,Female
167.69,62.63,Female
162.38,60.54,Female
159.01,50.52,Female
159.67,100.77,Male
171.59,67.66,Male
174.78,50.30,Female
145.51,67.14,Female
170.73,51.21,Male
157.02,78.84,Male
142.86,50.80,Female
160.39,67.49,Female
155.12,103.23,Male
173.97,68.51,Male
184.53,58.12,Male
164.93,104.16,Male
174.57,91.64,Male
157.71,89.31,Male
174.73,49.72,Male
157.95,48.20,Female
167.97,63.86,Female
162.09,53.62,Female
129.00,71.79,Female
171.24,76.63,Male
166.24,59.83,Male
159.71,65.01,Male
174.54,78.03,Male
159.67,67.67,Male
142.06,69.08,Female
155.00,68.31,Female
165.44,57.85,Female
171.58,50.81,Female
164.15,71.78,Male
173.35,83.78,Male
144.98,78.85,Female
150.00,65.12,Female
141.16,59.95,Female
176.06,86.96,Male
162.91,68.76,Male
179.90,43.86,Male
141.67,61.01,Female
150.35,67.09,Female
154.65,59.89,Female
172.83,85.28,Male
173.43,77.42,Male
125.97,73.60,Female
183.04,80.55,Male
165.39,68.36,Male
173.13,80.99,Male
159.88,73.67,Male
142.74,49.87,Female
155.45,54.38,Male
175.97,65.09,Male
172.04,76.50,Male
161.08,50.28,Male
174.51,95.35,Male
179.44,81.91,Male
137.09,44.96,Female
146.12,73.90,Female
157.31,66.85,Male
165.32,85.36,Male
133.94,62.49,Female
134.44,38.82,Female
160.32,71.95,Female
175.84,67.51,Female
170.55,86.85,Male
181.18,85.73,Male
180.85,104.23,Male
162.50,59.96,Male
178.35,83.55,Male
163.57,63.72,Female
170.15,56.24,Female
182.37,72.29,Male
173.26,84.82,Male
157.62,62.47,Female
155.93,61.99,Female
126.30,50.74,Female
169.98,87.06,Male
175.50,74.45,Male
158.90,68.57,Male
181.02,60.57,Male
147.20,63.12,Female
129.45,81.40,Female
151.35,63.48,Female
160.17,63.71,Female
174.49,90.13,Male
175.77,64.08,Male
143.45,52.97,Female
184.28,66.52,Male
132.83,60.44,Female
135.17,53.93,Female
166.05,59.88,Female
164.05,74.37,Male
